rank,username,user_slug,country_code,country_name,score,finish_time,data_region,contest_id,problem_4045_date,problem_4045_fail_count,problem_4045_lang,problem_4045_submission_id,problem_4080_date,problem_4080_fail_count,problem_4080_lang,problem_4080_submission_id
3243,B. Deewakar Rao,Deewakar_Rao,IN,India,7,1760841382,US,1222,1760841382,0,cpp,1805460449,1760841125,0,cpp,1805451648
3244,Ssvinay,Sukhdevvinay,IN,India,7,1760841382,US,1222,1760841382,0,cpp,1805460456,1760841120,0,cpp,1805451509
3245,akhileshpadiyar,akhileshpadiyar,,,7,1760841383,US,1222,1760841383,0,cpp,1805460469,1760841203,0,cpp,1805454420
3246,Tofudog25,Tofudog25,,,7,1760841383,US,1222,1760841383,0,cpp,1805460480,1760841100,0,cpp,1805450950
3247,maniabhi976,maniabhi976,,,7,1760841384,US,1222,1760841384,0,cpp,1805460487,1760841153,0,cpp,1805452635
3248,Tripuratejasri_Gajula,Tripuratejasri_Gajula,IN,India,7,1760841384,US,1222,1760841384,0,python3,1805460513,1760841143,0,python3,1805452262
3249,Krishna Kanth,krishnakanthpathi,IN,India,7,1760841385,US,1222,1760841385,0,python3,1805460532,1760841123,0,python3,1805451597
3250,Nikhil Sachan,Nikhil-Sachan,IN,India,7,1760841385,US,1222,1760841385,0,cpp,1805460534,1760841086,0,cpp,1805450608
3251,Devesh,Devesh041,,,7,1760841385,US,1222,1760841385,0,cpp,1805460556,1760841178,0,cpp,1805453508
3252,Vinay_Kumar_Pulumamidi,Vinay_Kumar_Pulumamidi,,,7,1760841386,US,1222,1760841386,0,java,1805460597,1760841149,0,java,1805452494
3253,Yogesh Bora,BoraYogesh7007,IN,India,7,1760841387,US,1222,1760841387,0,cpp,1805460608,1760841091,0,cpp,1805450715
3254,Vivek Sahane,viveksahane28,IN,India,7,1760841387,US,1222,1760841387,0,java,1805460615,1760841145,0,java,1805452342
3255,Tejesh Reddy,Tejesh_rn,,,7,1760841387,US,1222,1760841387,0,python3,1805460630,1760841096,0,python3,1805450827
3256,Manthan,manthu01,IN,India,7,1760841388,US,1222,1760841388,0,cpp,1805460653,1760841146,0,cpp,1805452371
3257,arthiganapathi,arthiganapathi,IN,India,7,1760841388,US,1222,1760841257,0,java,1805456290,1760841388,0,java,1805460665
3258,Shadab Raza,Chrisgayle,IN,India,7,1760841389,US,1222,1760841389,0,cpp,1805460700,1760841166,0,cpp,1805453073
3259,Wang,whr1997,CN,China,7,1760841389,US,1222,1760841389,0,cpp,1805460711,1760841126,0,cpp,1805451683
3260,bobby27,bobby27,,,7,1760841389,US,1222,1760841389,0,cpp,1805460716,1760841054,0,cpp,1805450154
3261,Alexander Peras,AlexthePear,US,United States,7,1760841391,US,1222,1760841391,0,cpp,1805460758,1760841110,0,cpp,1805451197
3262,Chipurla Yashwanthreddy,YashwanthReddyC8,,,7,1760841393,US,1222,1760841393,0,python3,1805460838,1760841184,0,python3,1805453726
3263,Anirudha Krishna,anirudhakrishnak,,,7,1760841395,US,1222,1760841395,0,java,1805460901,1760841187,0,java,1805453828
3264,Gokul,GokulKumar2003,IN,India,7,1760841395,US,1222,1760841395,0,cpp,1805460922,1760841267,0,cpp,1805456609
3265,rautrutuj123,rautrutuj123,IN,India,7,1760841396,US,1222,1760841396,0,cpp,1805460949,1760841161,0,cpp,1805452921
3266,Ashutosh_Kumar123418,Ashutosh_Kumar123418,,,7,1760841396,US,1222,1760841396,0,cpp,1805460950,1760841107,0,cpp,1805451127
3267,UJJAL Roy,ByomkeshBokshi,IN,India,7,1760841396,US,1222,1760841396,0,java,1805460957,1760841193,0,java,1805454065
3268,LB07CeiRM2,LB07CeiRM2,,,7,1760841396,US,1222,1760841396,0,cpp,1805460960,1760841096,0,cpp,1805450832
3269,bharat109,bharat109,,,7,1760841400,US,1222,1760841400,0,java,1805461068,1760841163,0,java,1805453000
3270,Charan Reddy,charanreddy-23,IN,India,7,1760841400,US,1222,1760841400,0,cpp,1805461069,1760841145,0,cpp,1805452355
3271,aryan-tiwari_7,aryan-tiwari_7,,,7,1760841400,US,1222,1760841244,0,cpp,1805455863,1760841400,0,cpp,1805461072
3272,AKASSH-M,AKASSH_M,IN,India,7,1760841400,US,1222,1760841400,0,java,1805461092,1760841131,0,java,1805451847
3273,Dinesh_Kumar_2006,Dinesh_Kumar_2006,IN,India,7,1760841401,US,1222,1760841401,0,java,1805461113,1760841184,0,java,1805453742
3274,Maheswari,Maheswari28,IN,India,7,1760841401,US,1222,1760841401,0,cpp,1805461119,1760841130,0,cpp,1805451838
3275,7cgpa,7cgpa,,,7,1760841401,US,1222,1760841401,0,cpp,1805461125,1760841164,0,cpp,1805453018
3276,Neel Shah,Idonotknow______,,,7,1760841402,US,1222,1760841304,0,cpp,1805457883,1760841402,0,cpp,1805461130
3277,CrazY_Tiger,_CrazY_Tiger_1511_,IN,India,7,1760841402,US,1222,1760841402,0,java,1805461143,1760841150,0,java,1805452546
3278,hc167,hc167,,,7,1760841402,US,1222,1760841402,0,cpp,1805461152,1760841147,0,cpp,1805452412
3279,aayush8910sh,aayush8910sh,,,7,1760841403,US,1222,1760841403,0,cpp,1805461157,1760841101,0,cpp,1805450962
3280,Raj Gehlot,RajGehlot,IN,India,7,1760841403,US,1222,1760841403,0,cpp,1805461174,1760841169,0,cpp,1805453169
3281,Shantanu Sutar,Shantanu-Sutar,IN,India,7,1760841403,US,1222,1760841403,0,java,1805461178,1760841145,0,java,1805452326
3282,Original,Madhi_original,,,7,1760841404,US,1222,1760841404,0,java,1805461195,1760841153,0,java,1805452647
3283,nagalaxmi_8,nagalaxmi_8,,,7,1760841404,US,1222,1760841404,0,python3,1805461210,1760841129,0,python3,1805451779
3284,Dawman,Dawman,,,7,1760841405,US,1222,1760841405,0,python3,1805461229,1760841231,0,python3,1805455397
3285,Sharmili_Y,SHARMILI_Y,IN,India,7,1760841405,US,1222,1760841405,0,python3,1805461243,1760841332,0,python3,1805458808
3286,Manan Jain,MananJain1010,,,7,1760841406,US,1222,1760841406,0,cpp,1805461267,1760841224,0,cpp,1805455172
3287,vinay peddinti,pvssvinay,IN,India,7,1760841406,US,1222,1760841406,0,cpp,1805461277,1760841142,0,cpp,1805452224
3288,Krishnasai,G_Krishna_Venkat_Sai,,,7,1760841406,US,1222,1760841406,0,java,1805461284,1760841137,0,java,1805452040
3289,dg_031,dg_031,,,7,1760841406,US,1222,1760841406,0,cpp,1805461287,1760841214,0,cpp,1805454858
3290,Harish,U-Harish7777,IN,India,7,1760841407,US,1222,1760841407,0,python3,1805461304,1760841093,0,python3,1805450754
3291,Zinal Potphode,zinalvijaypotphode,,,7,1760841408,US,1222,1760841408,0,cpp,1805461332,1760841169,0,cpp,1805453199
3292,Gaurav Kumar,gauravkumar72,IN,India,7,1760841408,US,1222,1760841408,0,cpp,1805461348,1760841140,0,cpp,1805452133
3293,virendrasingha110,virendrasingha110,,,7,1760841408,US,1222,1760841408,0,java,1805461360,1760841179,0,java,1805453565
3294,Dheraj_S,Dheraj_S,,,7,1760841408,US,1222,1760841408,0,cpp,1805461362,1760841183,0,cpp,1805453710
3295,Sribathrinathan,Sribathrinathan,,,7,1760841408,US,1222,1760841408,0,python3,1805461370,1760841175,0,python3,1805453420
3296,Siddartha Karri,siddarthak,IN,India,7,1760841409,US,1222,1760841409,0,cpp,1805461388,1760841207,0,cpp,1805454581
3297,Ritik Raikwar,Ritik_Raikwar_777,IN,India,7,1760841409,US,1222,1760841409,0,python3,1805461407,1760841151,0,python3,1805452574
3298,Lahari_meesala,Lahari_meesala,,,7,1760841410,US,1222,1760841410,0,python3,1805461408,1760841151,0,python3,1805452564
3299,SN_6,SN_6,,,7,1760841410,US,1222,1760841410,0,java,1805461442,1760841240,0,java,1805455745
3300,Glory_1234,Glory_1234,,,7,1760841411,US,1222,1760841411,0,java,1805461451,1760841144,0,java,1805452299
3301,Jitendra kumar choudhary,jkumar8455,IN,India,7,1760841411,US,1222,1760841411,0,cpp,1805461473,1760841098,0,cpp,1805450877
3302,Mahathi M,mahathi6,IN,India,7,1760841413,US,1222,1760841413,0,python3,1805461515,1760841140,0,python3,1805452140
3303,BOJO,sameer234,IN,India,7,1760841413,US,1222,1760841413,0,cpp,1805461520,1760841201,0,cpp,1805454348
3304,Lal Bihari Pandey,pandayed,IN,India,7,1760841414,US,1222,1760841414,0,cpp,1805461539,1760841161,0,cpp,1805452934
3305,Zeel Thakkar,zeel___13,,,7,1760841414,US,1222,1760841414,0,cpp,1805461543,1760841152,0,cpp,1805452598
3306,HARSHAL SETHIYA,sethiyaharshal,IN,India,7,1760841415,US,1222,1760841415,0,cpp,1805461589,1760841141,0,cpp,1805452157
3307,bhaveshgandham,bhaveshgandham,,,7,1760841416,US,1222,1760841416,0,python3,1805461598,1760841093,0,python3,1805450755
3308,yh429518,yh429518,,,7,1760841416,US,1222,1760841416,0,python3,1805461604,1760841187,0,python3,1805453841
3309,polibhanu,polibhanu,,,7,1760841416,US,1222,1760841416,0,java,1805461608,1760841147,0,java,1805452394
3310,SANKEERTH KATTA,sankeerth_1803,IN,India,7,1760841417,US,1222,1760841417,0,java,1805461621,1760841183,0,java,1805453688
3311,Yash Garg,Yash2900,IN,India,7,1760841418,US,1222,1760841418,0,cpp,1805461648,1760841216,0,cpp,1805454909
3312,harshit_Kishtwal,harshit_Kishtwal,IN,India,7,1760841418,US,1222,1760841418,0,cpp,1805461655,1760841121,0,cpp,1805451538
3313,Akshit_Nagar,Akshit_Nagar,,,7,1760841418,US,1222,1760841418,0,cpp,1805461665,1760841133,0,cpp,1805451935
3314,manideep9948,manideep9948,,,7,1760841418,US,1222,1760841418,0,java,1805461666,1760841164,0,java,1805453013
3315,Avincy,Avincy,IN,India,7,1760841419,US,1222,1760841419,0,cpp,1805461716,1760841143,0,cpp,1805452238
3316,SOHAIL ALAM,sohailalamx,IN,India,7,1760841420,US,1222,1760841420,0,cpp,1805461749,1760841162,0,cpp,1805452959
3317,Rohit Sharma,tihorsharma123,IN,India,7,1760841421,US,1222,1760841421,0,cpp,1805461773,1760841161,0,cpp,1805452923
3318,Ryan Tan,ryantanleet,,,7,1760841422,US,1222,1760841422,0,python3,1805461799,1760841129,0,python3,1805451792
3319,Sunny,W1LNpUcBBH,,,7,1760841423,US,1222,1760841423,0,java,1805461835,1760841192,0,java,1805454040
3320,Navya sree Balu,navya23wh1a1286,IN,India,7,1760841425,US,1222,1760841425,0,python3,1805461880,1760841106,0,python3,1805451095
3321,varsha0101,varsha0101,,,7,1760841425,US,1222,1760841425,0,java,1805461910,1760841189,0,java,1805453943
3322,jeevithp,jeevithp,IN,India,7,1760841426,US,1222,1760841426,0,cpp,1805461919,1760841230,0,cpp,1805455386
3323,Gourav Saini,Wn5M80qfaP,,,7,1760841426,US,1222,1760841426,0,cpp,1805461933,1760841193,0,cpp,1805454047
3324,Pranjay_Chouhan,Pranjay_Chouhan,IN,India,7,1760841426,US,1222,1760841426,0,cpp,1805461947,1760841059,0,cpp,1805450190
3325,Pratik Kshirsagar,pratikmk264,IN,India,7,1760841427,US,1222,1760841427,0,cpp,1805461951,1760841159,0,cpp,1805452840
3326,Udit Raj Kumar,ItsKumarUdit,,,7,1760841427,US,1222,1760841427,0,java,1805461981,1760841188,0,java,1805453871
3327,CHAO MING,user4011je,,,7,1760841427,US,1222,1760841427,0,java,1805461987,1760841162,0,java,1805452938
3328,Kannadhasan S,Kannadhasan_25,IN,India,7,1760841428,US,1222,1760841428,0,python3,1805462007,1760841149,0,python3,1805452518
3329,vivekshamraofalke19,vivekshamraofalke19,,,7,1760841428,US,1222,1760841428,0,cpp,1805462015,1760841097,0,cpp,1805450861
3330,Gourav,gouravez,IN,India,7,1760841429,US,1222,1760841429,0,cpp,1805462031,1760841095,0,cpp,1805450802
3331,Sudharsan Deepak S,SudharsanDeepak,IN,India,7,1760841429,US,1222,1760841429,0,cpp,1805462033,1760841211,0,cpp,1805454726
3332,Guna Praneeth,GunaPraneeth,IN,India,7,1760841429,US,1222,1760841429,0,java,1805462052,1760841256,0,java,1805456257
3333,abi0207,abi0207,,,7,1760841430,US,1222,1760841430,0,cpp,1805462059,1760841227,0,cpp,1805455280
3334,bhaskar_116,bhaskar_116,,,7,1760841430,US,1222,1760841430,0,cpp,1805462062,1760841178,0,cpp,1805453537
3335,Bibhanshu Mishra,bibhu0404,IN,India,7,1760841430,US,1222,1760841430,0,java,1805462073,1760841122,0,java,1805451588
3336,user404,Y3l4INvghQ,,,7,1760841430,US,1222,1760841430,0,cpp,1805462077,1760841161,0,cpp,1805452931
3337,akshay_agni_96,akshay_agni_96,,,7,1760841430,US,1222,1760841430,0,java,1805462083,1760841166,0,java,1805453066
3338,Nikhitha2119,Nikhitha2119,,,7,1760841432,US,1222,1760841432,0,java,1805462134,1760841136,0,java,1805452000
3339,Manu Omar,Manuomar,IN,India,7,1760841432,US,1222,1760841432,0,cpp,1805462141,1760841225,0,cpp,1805455199
3340,vismay__18,vismay__18,,,7,1760841433,US,1222,1760841433,0,java,1805462159,1760841142,0,java,1805452229
3341,Shashi Saurabh,shashi454880,,,7,1760841433,US,1222,1760841433,0,cpp,1805462171,1760841202,0,cpp,1805454375
3342,NEETIKA GOEL,NeetikaGoel,IN,India,7,1760841433,US,1222,1760841433,0,cpp,1805462178,1760841137,0,cpp,1805452038
3343,Xiaowei Zheng,xiaowei_zheng,US,United States,7,1760841434,US,1222,1760841434,0,cpp,1805462187,1760841147,0,cpp,1805452398
3344,Oojam Chaudhary,oojamchaudhary,IN,India,7,1760841435,US,1222,1760841435,0,cpp,1805462227,1760841139,0,cpp,1805452106
3345,Sampath_kk,Sampath_kk,,,7,1760841436,US,1222,1760841436,0,cpp,1805462256,1760841092,0,cpp,1805450738
3346,swapnika9494,swapnika9494,,,7,1760841436,US,1222,1760841436,0,java,1805462281,1760841169,0,java,1805453178
3347,Ujjwal Pratap Singh,Ujjwal20_,IN,India,7,1760841436,US,1222,1760841436,0,cpp,1805462286,1760841131,0,cpp,1805451874
3348,Aryan Maurya,thesoftaryan,IN,India,7,1760841437,US,1222,1760841437,0,cpp,1805462315,1760841115,0,cpp,1805451322
3349,Anuj kumar,noob_anuj53,IN,India,7,1760841437,US,1222,1760841437,0,cpp,1805462333,1760841103,0,cpp,1805451022
3350,Dustin Du,erjelrkjerl,US,United States,7,1760841437,US,1222,1760841437,0,python3,1805462337,1760841272,0,python3,1805456777
3351,RtCe,clever-euclid7b8,,中国,7,1760841437,CN,1265,1760841437,0,cpp,671746127,1760841148,0,cpp,671744468
3352,AravalamRajasekhar,AravalamRajasekhar,IN,India,7,1760841438,US,1222,1760841438,0,python3,1805462342,1760841116,0,python3,1805451347
3353,AkashChaudhary,Mighty_One,IN,India,7,1760841438,US,1222,1760841438,0,cpp,1805462365,1760841152,0,cpp,1805452627
3354,karmugilan_28,karmugilan_28,IN,India,7,1760841438,US,1222,1760841438,0,cpp,1805462366,1760841237,0,cpp,1805455604
3355,psg,kush18,IN,India,7,1760841438,US,1222,1760841438,0,cpp,1805462372,1760841138,0,cpp,1805452093
3356,Hritik Belani,HritikRBelani,IN,India,7,1760841438,US,1222,1760841438,0,cpp,1805462373,1760841145,0,cpp,1805452338
3357,Akash Parihar,j_b_m_1_0,IN,India,7,1760841439,US,1222,1760841439,0,cpp,1805462385,1760841122,0,cpp,1805451564
3358,Noob60,Noob60,,,7,1760841439,US,1222,1760841439,0,cpp,1805462387,1760841208,0,cpp,1805454605
3359,voldemorttt,voldemorttt,,,7,1760841439,US,1222,1760841439,0,java,1805462411,1760841177,0,java,1805453496
3360,kesamsettyabhinav,kesamsettyabhinav,,,7,1760841440,US,1222,1760841440,0,java,1805462420,1760841231,0,java,1805455424
3361,Ratnesh_1144,Ratnesh_1144,IN,India,7,1760841441,US,1222,1760841441,0,cpp,1805462449,1760841145,0,cpp,1805452319
3362,SYED UBED,Syed_Ubed_1053,IN,India,7,1760841441,US,1222,1760841441,0,cpp,1805462453,1760841183,0,cpp,1805453720
3363,Sunny Punia,sunnypunia905,IN,India,7,1760841442,US,1222,1760841442,0,cpp,1805462486,1760841190,0,cpp,1805453957
3364,satyam jha,pandafinix,IN,India,7,1760841442,US,1222,1760841442,0,cpp,1805462495,1760841101,0,cpp,1805450960
3365,ShymAsur,ShymAsur,,,7,1760841443,US,1222,1760841443,0,cpp,1805462515,1760841271,0,cpp,1805456734
3366,Ramadheer Kulkarni,CilantroExitoso,IN,India,7,1760841444,US,1222,1760841444,0,cpp,1805462539,1760841153,0,cpp,1805452654
3367,Shukla_Ji47,Shukla_Ji47,,,7,1760841444,US,1222,1760841444,0,cpp,1805462549,1760841079,0,cpp,1805450483
3368,Mayur Tetwar,Mayur511,IN,India,7,1760841444,US,1222,1760841444,0,java,1805462581,1760841148,0,java,1805452469
3369,Priyanshu Prakash,priyan_23,IN,India,7,1760841445,US,1222,1760841445,0,cpp,1805462590,1760841190,0,cpp,1805453945
3370,pooja1305,pooja1305,,,7,1760841445,US,1222,1760841445,0,java,1805462616,1760841210,0,java,1805454683
3371,Chandan kumar Singh,singhchandankumariit,,,7,1760841445,US,1222,1760841445,0,python,1805462617,1760841189,0,python,1805453936
3372,Rajat Bagaddeo,omkarrajat04,,,7,1760841445,US,1222,1760841445,0,cpp,1805462629,1760841186,0,cpp,1805453793
3373,Rishi Verma,risshi-codes,IN,India,7,1760841446,US,1222,1760841446,0,cpp,1805462640,1760841228,0,cpp,1805455311
3374,Sangulge Prudhvi Raj,sangulgeprudhvi,IN,India,7,1760841447,US,1222,1760841447,0,cpp,1805462694,1760841120,0,cpp,1805451485
3375,avi_1102,avi_1102,,,7,1760841448,US,1222,1760841448,0,python3,1805462697,1760841200,0,python3,1805454312
3376,B05NYcX4ba,B05NYcX4ba,,,7,1760841449,US,1222,1760841449,0,java,1805462729,1760841141,0,java,1805452181
3377,mohan bera,4curiosity,IN,India,7,1760841449,US,1222,1760841449,0,java,1805462737,1760841175,0,java,1805453404
3378,Parvataneni Amulya,parvataneniamulya,IN,India,7,1760841449,US,1222,1760841449,0,cpp,1805462750,1760841178,0,cpp,1805453516
3379,Ramling Hule,RamlingHule,,,7,1760841450,US,1222,1760841450,0,java,1805462771,1760841186,0,java,1805453789
3380,lihaoze,lhz960904,,中国,7,1760841452,CN,1265,1760841452,0,javascript,671746207,1760841192,0,javascript,671744755
3381,RAMADUGU_AVINASH,RAMADUGU_AVINASH,IN,India,7,1760841452,US,1222,1760841452,0,cpp,1805462855,1760841239,0,cpp,1805455703
3382,Amaranath,amarever,IN,India,7,1760841453,US,1222,1760841453,0,cpp,1805462889,1760841200,0,cpp,1805454320
3383,slade_achi,slade_achi,IN,India,7,1760841454,US,1222,1760841454,0,cpp,1805462920,1760841117,0,cpp,1805451410
3384,Abhishek kumar,KC1ThSVUsO,,,7,1760841455,US,1222,1760841455,0,cpp,1805462948,1760841200,0,cpp,1805454315
3385,graphedger,ankitaaggrwal12,IN,India,7,1760841456,US,1222,1760841456,0,cpp,1805462971,1760841118,0,cpp,1805451445
3386,tanushlukha,tanushlukha,IN,India,7,1760841457,US,1222,1760841457,0,cpp,1805463004,1760841253,0,cpp,1805456173
3387,Ramya Sree,ramya_sree04,,,7,1760841458,US,1222,1760841458,0,cpp,1805463024,1760841071,0,cpp,1805450359
3388,ManishaUpprety,ManishaUpprety,,,7,1760841459,US,1222,1760841459,0,python3,1805463053,1760841251,0,python3,1805456094
3389,张伟,zhang-wei-uk,,,7,1760841461,CN,1265,1760841461,0,python3,671746245,1760841080,0,python3,671744027
3390,Prem Duvvapu,prem_duvvapu,IN,India,7,1760841461,US,1222,1760841461,0,java,1805463145,1760841220,0,java,1805455048
3391,saravanank1012,saravanank1012,,,7,1760841463,US,1222,1760841463,0,cpp,1805463173,1760841208,0,cpp,1805454619
3392,VINITH,VINITH777,IN,India,7,1760841463,US,1222,1760841463,0,python3,1805463197,1760841200,0,python3,1805454321
3393,Tsar1453,Tsar1453,,,7,1760841464,US,1222,1760841464,0,cpp,1805463215,1760841150,0,cpp,1805452539
3394,猴子搬来的救兵,hou-zi-ban-lai-de-jiu-bing-t,,,7,1760841464,CN,1265,1760841464,0,python3,671746265,1760841116,0,python3,671744264
3395,MEIAKASH,MEIAKASH,,,7,1760841465,US,1222,1760841465,0,java,1805463254,1760841234,0,java,1805455536
3396,Lakshya gupta,Lakshyagupta2782,IN,India,7,1760841466,US,1222,1760841466,0,cpp,1805463269,1760841188,0,cpp,1805453868
3397,Kartik Gupta,Kartikgupta1311,IN,India,7,1760841466,US,1222,1760841466,0,cpp,1805463272,1760841137,0,cpp,1805452060
3398,Milan Prajapati,MilanPrajapati,IN,India,7,1760841466,US,1222,1760841466,0,cpp,1805463273,1760841159,0,cpp,1805452854
3399,Shiva,ShivaBalajiTalla,IN,India,7,1760841466,US,1222,1760841466,0,java,1805463293,1760841213,0,java,1805454788
3400,Vishalini M,Vishalinim9962,IN,India,7,1760841467,US,1222,1760841467,0,python3,1805463325,1760841230,0,python3,1805455388
3401,mrajneesh001,mrajneesh001,,,7,1760841467,US,1222,1760841467,0,cpp,1805463338,1760841152,0,cpp,1805452602
3402,jesh32,jesh32,,,7,1760841468,US,1222,1760841468,0,python3,1805463353,1760841107,0,python3,1805451105
3403,Surekha A,surekha_a,IN,India,7,1760841469,US,1222,1760841469,0,python3,1805463373,1760841154,0,python3,1805452700
3404,Firegreat,firegreat,,,7,1760841469,CN,1265,1760841469,0,python3,671746283,1760841081,0,python3,671744031
3405,pragyan-04s,pragyan-04s,,,7,1760841469,US,1222,1760841469,0,java,1805463375,1760841267,0,java,1805456593
3406,Sathwik R Bhandarkar,Sathwik004,IN,India,7,1760841470,US,1222,1760841470,0,python3,1805463419,1760841188,0,python3,1805453905
